id,predicted_churn_risk,risk_tier,behavioral_state,behavioral_evidence,recent_deterioration_count,persistent_deterioration_count,coordinated_deterioration_count,value_tier,arpu_8,retention_priority,candidate_action,decision_rationale,churn_probability
4901,0.12374465223435996,Very High,Persistent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,3,3,5,Lower,68.266,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
59896,0.03207319089846929,High,Persistent Deterioration,5/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,5,2,4,Moderate,101.396,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
47549,0.0017818107584133124,Low,Recent Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 2/5 behavioural metrics declined across the observed period,4,1,2,Higher,359.834,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
34538,0.6766563629749651,Very High,Recent Deterioration,4/5 behavioural metrics declined recently,4,0,0,Highest,549.66,Priority 1,Recharge / Affordability Review,Very High churn risk with Higher/Highest relative customer value.,0
50099,0.005557498287529345,Moderate,Recent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics declined across the observed period,3,0,3,Higher,279.404,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
31313,0.027029143707538197,High,Persistent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,3,5,Lower,50.522,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
2137,0.07116823714457211,Very High,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Moderate,91.861,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
27015,0.0011598251984572137,Low,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Moderate,133.666,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
29856,0.11794886985078741,Very High,Severe Persistent Deterioration,5/5 behavioural metrics declined recently; 5/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,5,5,Moderate,139.64,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
28806,0.004165044607075764,Moderate,Recent Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 2/5 behavioural metrics declined across the observed period,4,1,2,Highest,395.117,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
22988,0.006054859193438418,Moderate,Recent Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,4,0,1,Higher,333.652,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
3689,0.0024936429047991847,Low,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,2,1,5,Highest,555.755,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
66094,0.004102593199442342,Moderate,Recent Deterioration,3/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,3,1,3,Moderate,159.14,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
42213,0.03693092133169008,Very High,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,1,1,5,Moderate,89.75,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
45752,0.05824299440171622,Very High,Recent Deterioration,3/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 2/5 behavioural metrics declined across the observed period,3,1,2,Higher,213.803,Priority 1,Recharge / Affordability Review,Very High churn risk with Higher/Highest relative customer value.,0
23639,0.00556093755899855,Moderate,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,1,1,1,Highest,374.724,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
57024,0.05369524506992778,Very High,Persistent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,3,2,5,Lower,34.9,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
58233,0.01917132265520959,High,Recent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics declined across the observed period,5,0,3,Highest,511.632,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
7536,0.7069544813833792,Very High,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,1,1,5,Lower,17.869,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
47681,0.24492459008479314,Very High,Persistent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,2,5,Lower,62.003,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
49611,0.0010164681826213525,Low,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,2,1,1,Highest,457.3,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
14587,0.00318496869455181,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 3/5 behavioural metrics declined across the observed period,1,0,3,Moderate,132.08,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
28818,0.0011698084891470961,Low,Persistent Deterioration,2/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,2,2,3,Highest,398.372,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
22274,0.010400043330393712,High,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,2,0,1,Lower,62.426,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
16062,0.011375341953339536,High,Persistent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,3,5,Lower,35.815,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
40183,0.0036902602956745407,Moderate,Persistent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,3,2,4,Lower,0.13,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
39182,0.0014874678669826982,Low,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,2,0,1,Highest,693.055,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
60059,0.0011138083150186923,Low,Recent Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,4,0,1,Higher,233.577,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
50790,0.0034910697887492632,Moderate,Recent Deterioration,3/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,3,1,1,Lower,53.4,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
33144,0.6964090768914377,Very High,Recent Broad Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,4,1,4,Lower,0.0,Priority 2,Broad Recent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
7489,0.0004059806128728627,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 2/5 behavioural metrics declined across the observed period,1,1,2,Higher,202.191,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
13037,0.007020148238938543,Moderate,Persistent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,3,3,4,Lower,78.71,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
48602,0.0033885974502956924,Moderate,Stable / Limited Deterioration,1/5 behavioural metrics declined recently,1,0,0,Higher,329.006,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
10629,0.003518318375745341,Moderate,Persistent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,3,2,3,Higher,201.701,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
